"name","position","company","image","bio","venue","day","time","topic","topic_summary"
"Stella Mooraj","Vice President of Business Transformation","Niagara Bottling","https://eco-cdn.iqpc.com/eco/images/speakers/NSX0QrWjK7MzjuLegY2ySFWX9tJrZ64EfxBPKhtV.png","","Main Conference Day Two","2024-01-30","14:00:00","Case Study: Navigating the Ever-Evolving Landscape of Transformation: Niagara Bottling’s Transformation Journey","After building and leading the business optimization function at Niagara Bottling for over 3 years, Stella's role has changed to lead the larger enterprise business transformation with a consolidated approach. This case study will share what that approach looks like and how they have made progress in key enterprise transformation areas such as order management. Join this session and hear how transformation itself has evolved in the past few years and how Stella and the team has been successfully navigating the journey.
A consolidated transformation approach to deploy enterprise initiatives and support company objectives
The order management transformation journey
Making time to do change management: A deliberate approach to driving tangible results"
"Beth Johnson","Director, Head of Credit Card Operations for Consumer Finance","Goldman Sachs","https://eco-cdn.iqpc.com/eco/images/speakers/iTPN5Ne1JYtOoYWrZ21FZzZAdt0ZMpFrBUlvqGGu.png","Beth oversees the Customer Service and Support organization for Enterprise Partnerships at Goldman Sachs. She is responsible for the servicing of Apple Card, Apple Savings, and GM Card customers. Beth has been with Goldman Sachs since 2016, and has held a variety of roles in their Consumer business. She has worked in Consumer Finance for 20 years, and is passionate about helping customers understand how banking works, and how they can work with banks to effectively manage their finances. She has a Lean Six Sigma Master Black Belt and a Bachelor’s Degree in Asian Studies from Utah State University.","Main Conference Day Two","2024-01-30","14:00:00","Panel Discussion: Adapting Transformation Strategies to Meet Evolving Customer and Employee Needs","The concept of transformation in organizations has undergone significant changes. Rather than solely pursuing incremental process improvements, today's companies are seeking innovative approaches, products, and processes to effectively engage their customers and employees. This panel discussion aims to explore how companies are adjusting their transformation strategies to address these evolving needs.
·       How have customer and employees needs and requirements changed?
·       How have transformation gaols evolved for companies and how are we changing our transformation approach?
·       How to design new processes for customers and employees who work in very different ways today?"
"Renata Moldovan","Head of Human Capital Development","Advanced Thinking","https://eco-cdn.iqpc.com/eco/images/speakers/ZIrSNJ6sYvMF8qz4j17qhlfpupDpI4FTkKy3eimH.png","Renata acts as Executive Coach and Leadership & Strategic Management Consultant, having more than 15 years of experience working with people in different organizational contexts with varying levels of complexity.   She is extensively involved in Human Resources related processes, such as Executive Search, Recruitment and Selection, and Learning and Development.  She supports organizations in adopting an integrated approach to the organizational elements that allow organizations to connect to market demands and facilitate the creation of prerequisites for development and continuous improvement. She is interested in unlocking the Human Resource Potential and in the product of the entire Organizational Infrastructure that leads to a different Model of Organizational Structure and the Redefinition of Management and Leadership Roles.  She owns a Master's degree in Business Administration and a Bachelor's in Economic Sciences and Psychology. She continues to specialize constantly and is also a Master Practitioner of Neuro-Linguistic Programming and licensed in the administration and interpretation of Psychometric Instruments to enhance individual results and business performance by developing and implementing customized Leadership Programs.  She was heavily involved in the Business Transformation Program with Apa Nova Bucharest, awarded ""The Best Business Transformation Project Worldwide"" in 2019 at the World Business Transformation Summit, Orlando, Florida, USA.   At the same time, she contributed actively to the book ""DARE! – behind the scenes of the best Business Transformation Project in the World"", which became Amazon's #1 Best Seller for Business Process Reengineering, Change Management and Project Management.","Main Conference Day Three & Post-Conference Masterclasses","2024-01-31","14:00:00","Driving Successful Strategic Transformation: Redesign, Execute, Improve","Join this exclusive think-tank session designed to deep-dive into the fundamental challenges for strategic business DNA transformation. The session will explore some of the fundamental flaws on common transformation programs and share conclusions on how to identify the key strategies necessary to drive successful enterprise-wide transformation:
·       Transforming business DNA towards the new reality: starting by dissecting key leadership challenges
·       How can we practically address these challenges? Delivering the verified integrated redesign of our organizations
·       How can we sustain the gains? Finding a different way to implement successful continuous improvement type programs
·       Why is human resources development a key element in successful strategic transformation?"
"Doug Drolett","VP Business Excellence","Essilor Luxottica","https://eco-cdn.iqpc.com/eco/images/speakers/P26p6cGgiBtMpIcTwxOcH9aShGzKbkz5PplBvOnF.png","Throughout his career, Doug Drolett, North America VP of Business Excellence at EssilorLuxottica, has focused the majority of his career on business processes (design, deployment, improvement) and ERP systems to deliver major global enterprise transformations. His experience encompasses business process standardization, delivering value through process management and bringing capabilities to sustain major organizational change. Prior to EssilorLuxottica, Doug’s assignments included global roles at Shell and Owens Corning. In his current role, Doug is focused on engaging leaders to identify ways to accelerate achievement of their strategic objectives and targets. He partners with the organization to create well-defined improvement initiatives that apply appropriate tools and methods. Doug holds numerous professional certifications, resides in Houston, TX,  and has been involved with PEX for over 10 years as both presenter and judge.","Main Conference Day Two","2024-01-30","11:10:00","IDG B: Governance Model and Value Delivery for Business Transformation",""
"Steve Claus","Vice President of Business Agility","Hyperdrive","https://eco-cdn.iqpc.com/eco/images/speakers/LwPNYtCN8v2coWzPnzkdNfTDH5ZS0clfbUeUNbwr.png","Steve is a prior HP Executive, a certified Enterprise Agility Coach, and a certified Solution-Focused Brief Coach who has architected and led multiple large-scale transformation initiatives at companies like HP, Google, and USAA. When Steve isn't working with clients, he's an avid backcountry pilot, whitewater kayaker, and accomplished drummer.","Pre-Conference Workshops, Focus Days & Main Conference Day One","2024-01-29","10:00:00","B1: Leading Successful Business Transformations: Maximizing Impact with Business Agility","Your market industry is changing at lightning speed and evolving before our eyes. Ground-breaking “disruptors” are changing the world that we live in. Think computer-based crypto-currencies, self-driving cars, sustainable energy, and privately-funded reusable spacecraft, to name a few. Through Business Agility, organizations can continuously evolve their strategy, goals, and culture, decreasing the risk of falling behind.
Join this dynamic workshop to hear how you can develop and drive successful agile transformation:
Accelerate innovation and build adaptivity into your transformation strategies through Business Agility
Build a strong foundation of stable culture through the values and language of David Marquet's Intent-Based Leadership
Create measurable outcomes that are aligned throughout all levels of the organization by mastering Scaled OKRs
Adopt an Agile Performance Management strategy that aims to create a more dynamic, responsive, and collaborative approach to managing employee performance"
"Kelli Pierce","SVP Operational Excellence","Mastercard","https://eco-cdn.iqpc.com/eco/images/speakers/7OLzjweUAWrox4l9UXmHJOHFGw2QrSUL7eYqwyTm.png","","Pre-Conference Focus Days (Workshops and Focus Days Running Concurrently. Choose THREE workshops or ONE focus day to attend)","2024-01-29","09:00:00","Opening Panel: Leveraging Women Leadership to Drive Collaboration and Innovation","This opening panel is set to uncover a wide range of challenges faced by women leaders to set the tone for the day’s discussion. Key discussion areas include:
·       Communicating and managing as a women leader, prioritising empathy
·       Leading as the only woman in a room full of men
·       Leading through business change and disruption: sharing personal experiences and stories"
"Ekaterina Curry","Managing Director, Head of Operations, Multifamily/LeaseTrack","Millennial Specialty Insurance","https://eco-cdn.iqpc.com/eco/images/speakers/UI92RKSMRmj8mTt3mQuv4430xeo2Uv2tkSRpm6ql.png","","Main Conference Day Two","2024-01-30","11:10:00","IDG F: Building Scalable Innovation and Business Transformation with Process Intelligence",""
"Roeland Vertriest","Chief Transformation Officer","DuPont","https://eco-cdn.iqpc.com/eco/images/speakers/jjzHllS5lHm3gqbwwQSxDxMNHqWNgDpqy7d218nW.png","Roeland Vertriest is the Chief Transformation Officer and Vice President, Operational Excellence for DuPont. He has global responsibility for the DuPont Centers of Excellence in Continuous Improvement, Supply Chain, Contract Manufacturing, Asset Reliability and Operational Analytics.   Earlier in his career Roeland was the SVP Strategic Services at Liberty Mutual, a global leader in the insurance industry.  Roeland began his career at McKinsey & Company where he took on roles of increasing responsibility in the Operations Practice for Belgium and Greater China office before leading the Sub-Saharan Africa Operations Practice.   Roeland is a serial entrepreneur with a passion for water sanitation and adult education. He holds a master’s degree in bio-engineering from Ghent University and a master’s degree in general management from the Vlerick Leuven Ghent Management School.","Pre-Conference Workshops, Focus Days & Main Conference Day One","2024-01-29","16:30:00","The All-Star Panel: The Time Is Now - The Paradigm Shift from Business Transformation to Business Reinvention & Unlocking the New Growth Frontier","Most business transformations take place in one part of the business and deliver marginal gains on efficiency. However, that will no longer be sufficient for the future transformation landscape. Businesses are required to self-disrupt, reinvent existing business models and embrace paradigm shifts, not only to drive cost benefits, but also to deliver a step change and unlock new growth opportunities. In this thought-provoking all-star session, we have invited the leaders who are driving beyond business transformation to delve into the new possibilities of business reinvention.
·       The time is now: examining the new imperatives for business reinvention
·       What does it take to build self-disruptive customer-centric reinvention strategies?
·       Building a connected and interoperable digital core to leverage the unleash the power of data and AI"
"Jesper Kronborg Pedersen","Director, IT Solutions in QM&HSE","Siemens Gamesa Renewable Energy","https://eco-cdn.iqpc.com/eco/images/speakers/uTxXDE2nXybKUmfX7dAHnXJExY3x3004Gzhuwq3t.png","As a former Army officer and Green Energy Industry professional, I bring more than 30 years of diverse experience to my role. With a proven track record in leadership, planning, and execution, I excel in managing teams and delivering results. Open-mindedness, networking skills, and systematic approach contribute to my ability to overcome challenges. With 30 years of leadership experience, I establish high reliability teams incl. defining clear goals and fostering a supportive environment. Effective communication allows me to convey complex ideas to diverse audiences and make informed decisions based on available data. Together with my teams we have succeeded turning strategies into actual deliveries to support businesses.","Main Conference Day Two","2024-01-30","16:10:00","When AI Transformation Meets Effective Stakeholder Management & Change Management","Non-conformed processes, unstandardised data, unsatisfied customers; Jesper and his team saw a huge opportunity to reinvent their inspections process. It was not smooth sailing,  they had to get buy in from the leadership, find an AI based solution that fits the bill and implement the new tool and the new process whilst managing change. They certainly did it in style, winning the Digital Transformation Project Award at the OPEX Global Awards in 2023. Join this session to hear the key lessons they have learned:
·       Understanding the business challenges that call for an advanced approach to inspection processes
·       How to take the ownership and manage stakeholder buy-in when a project isn’t viewed as high priority?
·       Identifying and implementing solutions and new processes together
·       Exploring interesting and surprising findings throughout the change management process"
"Angela Hood","Founder & CEO","ThisWay Global","https://eco-cdn.iqpc.com/eco/images/speakers/F3sfbS2ibHXfU2dHgUqE9kZciJyYh8QKmcPRh1Yr.png","Following 4 years of R&D at the University of Cambridge in England, CEO and founder Angela Hood returned to Austin, Texas to build ThisWay Global Inc., a company focused on leveraging artificial intelligence and business automation to unlock human potential. Today, ThisWay is a Google accelerated company, the go to market technology partner for IBM Watsonx Orchestrate and one of the fastest growing SaaS automation companies in the world. It currently serves over 5000 mid-market and enterprise and mid-market customers who are investing in talent transformation, compliance with EEOC and OFCCP, fair recruitment, DEI and ESG. Much of ThisWay’s global accolades center around their ability to provide unbiased talent sourcing and matching through its proprietary network of over 8,500 unique, diversity partners (not job boards). Hood is a well respected thought leader and international keynote speaker on the topics of mitigating bias using artificial intelligence, the ROI of diversity and human-centric automation.","Pre-Conference Workshops, Focus Days & Main Conference Day One","2024-01-29","14:50:00","KEYNOTE: AI Assistants: Generative AI for Productivity, from Employee Experience and Customer Care to Code Modernization","Today 66% of CEOs say they face significant pressure to accelerate adoption of generative AI. However, there is a great deal of confusion about where and how generative AI will drive the greatest value for the enterprise. ​Explore how generative AI is creating value for IBM clients today through three critical use cases: customer care, hiring and people-management, and application modernization and coding development. Join Greg Pollack, Americas Business Automation Leader, IBM, along with Angela Hood, CEO, ThisWay Global and Cas Turback, VP of Technology Strategy, Randstad, to discuss a practical approach to applying generative AI and real use cases deployed today by IBM clients."
"Michael Johnson","Olympic Legend","World Champion","https://eco-cdn.iqpc.com/eco/images/speakers/L7OVQbvJOcnIAx4YiAEyX0m48OuRvjNWcbhxTeMx.png","One of the most distinctive sprinters in the history of track and field with his powerful,   upright stride pattern, Michael is widely regarded as one of the greatest sprinters of all   time. Four times an Olympic champion and eight times a world champion, he piled up a   career total of 12 Olympic and World Championship gold medals by the time he retired   from competition after the 2000 Sydney Olympic Games. Between 1990 and 1997, he   created a remarkable sequence of 58 consecutive wins over 400 meters.   He also strung together a winning streak of 32 races over 200 meters between 1990   and 1992. He is the only person to hold both the 200 meters and 400 meters world   records and is the only male athlete to defend successfully the Olympic 400 meters   crown.   His first Olympic gold came in Barcelona in 1992 when he was a member of the   winning American 4 x 400 meters relay team. Four years later in 1996 at Atlanta, he   became the only athlete in more than 100 years of Olympic history to clinch the double   over both 200 and 400 meters. He set a world record with his time of 19.32 seconds in   the 200 meters.  At the 1999 World Championships in Seville, Michael shattered the 11-year-old 400   meters world record of Butch Reynolds when he clocked 43.18 seconds - his fourth   successive title over the distance. He also added gold in the 4 x 400 meters relay in   Seville, which took him to a career total of eight World Championship gold medals. At   the age of 32, he rounded off his distinguished Olympic career with his fourth and fifth   gold medals at the 2000 Sydney Games, winning the 400 meters and being part of the   winning American 4 x 400 meters relay team. In 2008, Michael, always a staunch   advocate of zero tolerance for drug cheats, announced that he was returning the gold   medal from that relay, when one of the members of that relay admitted to doping.   Michael retired from competition as world-record holder over both 200 and 400   meters, a four time Olympic and eight time World Champion. After leaving the track   Michael established himself as a sought after business performance speaker and   coach, transferring Olympic performance into business success. His appeal is global,   taking him to all corners of the world to share the behaviors and strategies that lead   to greatness, while inspiring employees and leaders of some of the world's leading   corporations. Michael is well known as a multiple award winning television   commentator for BBC and documentary presenter. An entrepreneur at heart, Michael   started Michael Johnson Performance in 2007 with a mission of helping other athletes   reach their full athletic potential. As CEO and founder, Michael led MJP to become a   global leader in sports performance training, with clients throughout the world","Main Conference Day Two","2024-01-30","17:20:00","Determination, High Performance & Relentless Personal Reinvention: An Inspirational Conversation with the Olympic Legend Michael Johnson","In the world of sports, few names resonate with the sheer dominance, determination, and triumph like Michael Johnson. A four-time Olympic champion and eight-time world champion, he created a remarkable legacy with a sequence of 58 consecutive wins over 400 meters and 32 winning streaks over 200 metres. He is the only person to hold both the 200 meters and 400 meters world records and is the only male athlete to defend successfully the Olympic 400 meters crown. After leaving the track, Michael’s journey took another inspiring turn. In addition to successfully pivoting to become an award-winning commentator and presenter, Michael has also started Michal Johnson Performance in 2007 with a mission to helping other athletes reach their full potential. His career reinvention didn’t stop there, today Michal is a sought-after business performance speaker and coach, transferring key insights from Olympic performance into business success. Michael’s journey truly embodies the essence of relentless pursuit and commitment to excellence, high performance, and courageous personal and career reinvention.
We couldn’t have imagined a more fitting keynote speaker for the 25th OPEX Week: Business Transformation World Summit where his dedication for performance, hard work and determination will undoubtedly be a huge inspiration to all our business and transformation leaders. They, too, are faced with similar challenges and seek excellence and greatness in their daily transformation endeavours. We absolutely look forward to an electrifying conversation with the legend himself where the attendees get to unpack the key principles that fuelled Michael’s success—discipline, resilience, and the pursuit of greatness. Through riveting storytelling and personal anecdotes, the conversation will also explore the mindset required to overcome obstacles, set audacious goals, and turn challenges into opportunities for growth.
Anticipation mounts for an unforgettable experience with the one and only Michael Johnson. We simply cannot wait to hear from him his powerful message and actionable strategies that will challenge, inspire and empower you to unleash the champion within yourself."
"Alla Porras","Business Process Consultant","WellMed","https://eco-cdn.iqpc.com/eco/images/speakers/ND7vpTD2ytsZhS9YVGVoJx4aGQrGyKKta0TpfR2S.png","","Main Conference Day Two","2024-01-30","16:10:00","Learn how WellMed Successfully Leverages Nintex to Boost Process Ownership and Support Process Transformation","Understanding the reasons for switching from Visio to Nintex Process Manager
The impact of applying the right (for your business) process management tool to change people's process perceptions and increase process acceptance
Developing process management governance to accelerate process improvement from the bottom up"
"Patrick Gong","Senior Director of Digital Finance Transformation","Campbell Soup Company","https://eco-cdn.iqpc.com/eco/images/speakers/FmQaWjHDy6tfULzpUUTjHfv6sjjmlXxiXqgkhhvj.png","Patrick Gong is an executive leader with experience in delivering Agile, Data, Finance and Digital transformations. His career has spanned large Fortune 500 brands such as Bank of America, Toyota, Keurig Dr Pepper and most recently, Campbell Soup Company. His role bridges both the Finance and Technology areas, enabling companies in the Financial, Manufacturing and CPG industries to deliver technology that drive business outcomes. He has worked on complex integrations and programs that unlock the full human potential while leveraging new technology areas such as Robotic Process Automation, AI and Automated Decision Making. In his current role, he serves on both the Finance and IT Leadership Teams, reporting to the CFO and CTIO with responsibility for Financial Technology Solutions, SAP/ERP and M&A Integrations.","Pre-Conference Focus Days (Workshops and Focus Days Running Concurrently. Choose THREE workshops or ONE focus day to attend)","2024-01-29","09:00:00","Opening Panel: Demystifying Generative AI in the Context of Enterprise Transformation","This session will look to explain what Generative AI is and will take a practical look at how generative AI can drive business transformation and innovation.
·       What is Generative AI and how is it different from AI?
·       What are the practical applications for Generative AI in key transformation areas?
·       How do you choose and prioritize the project?
·       How to prepare your organization for the better use of Gen AI from data, process and people perspectives?
·       How to integrate generative AI into your existing workflows and business processes
·       What does Generative AI mean for your technology stack and systems set up?"
"Binny Gill","Founder and CEO","Kognitos","https://eco-cdn.iqpc.com/eco/images/speakers/PiD6gSK67yOrGfQd5mb4fRheLWjyM36HyDRUQ0Ta.png","Binny Gill is the founder and CEO of Kognitos, Inc. A prolific inventor in computer science, with close to 100 patents, he founded the company in 2020 on the belief that machines should natively communicate in the language of humans, and not the other way round. Prior to starting Kognitos, Binny was the CTO of cloud services and chief architect at Nutanix. He holds a graduate degree from the University of Illinois Urbana-Champaign and an undergraduate degree from the Indian Institute of Technology, Kanpur.","Pre-Conference Focus Days (Workshops and Focus Days Running Concurrently. Choose THREE workshops or ONE focus day to attend)","2024-01-29","10:40:00","AI and the Future of Humanity","For the last couple of centuries humans have made machines that offload manual labor efficiently and safely. Now we have begun offloading mental labor to machines. What does it mean for humanity to offload the very thing that sets itself apart from other species? We will discuss ways in which AI can be harnessed safely and productively in society, how regulations can be made, and how AI can provide immediate benefits to businesses around the world."
"Ruben Del Toro","Director, Kaizen Promotion Office","Signature Aviation","https://eco-cdn.iqpc.com/eco/images/speakers/tQwF7TNLCvzo4x36KFlPW3yIIPSom9R5OWGqMbuB.png","Ruben Del Toro is a Continuous Improvement expert, with experience leading   consulting teams and analytics professionals. He leads the Kaizen Promotion Office for   Signature Aviation since 2022. Where he is driving global Lean efforts to improve   company performance and Corporate Performance Management efforts.   Ruben knows the power of Continuous Improvement programs at an Enterprise level.  He is passionate about creating Operational Excellence transformations through   successful applications of Lean and Six Sigma methods in a relatable way.   Ruben led the creation and deployment of the Enterprise Continuous Improvement   Program, its infrastructure, roadmap, and technical capabilities within the Corporate   Strategy & Innovation Team at Southwest Airlines for the last 7 years.  In addition, Ruben has held positions leading Enterprise Project Portfolios, Data   Analytics Teams, Material Planning and Inventory Controls, Quality, Quality Control   Field Operations, and Fleet Reliability.  Ruben is a Certified Master Black Belt from Villanova University, with over 18 years of   experience leading Continuous Improvement teams. He is a certified Project   Management Professional (PMP) through the Project Management Institute (PMI) and   a certified Aircraft Mechanic with both Airframe and Power-plant ratings.  Ruben has an MBA in Technology Management and a B.S. in Management of Technical   Operations from Embry-Riddle Aeronautical University.","","","","",""
"Casimir Turbak","Vice President, Technology Strategy","Randstad Sourceright","https://eco-cdn.iqpc.com/eco/images/speakers/yTO0tre7MXdHxgiTUNbCxHxA2CsAKrhTz5E0VHzq.png","As Vice President, Technology Strategy for Randstad Sourceright's Digital Innovation team, Casimir Turbak is helping some of the world’s largest employers engage and recruit talent.  In his role, Cas oversees a team of technology SMEs who evaluate tools and conduct pilots of new solutions, including:  Candidate relationship management (CRM), video interviewing, assessment, and talent insight technologies.  Throughout his career at Randstad Sourceright, Cas has overseen the evaluation, procurement, implementation, and support of a variety of HR and recruitment technology.  He has also presented as a thought leader at several conferences, including the Recruitment Automation Conference and HCI's Strategic Talent Acquisition Conference. Cas attended the Georgia Institute of Technology as both an undergraduate (Business Administration, 2012) and as a graduate (Executive MBA, 2020).","Pre-Conference Workshops, Focus Days & Main Conference Day One","2024-01-29","14:50:00","KEYNOTE: AI Assistants: Generative AI for Productivity, from Employee Experience and Customer Care to Code Modernization","Today 66% of CEOs say they face significant pressure to accelerate adoption of generative AI. However, there is a great deal of confusion about where and how generative AI will drive the greatest value for the enterprise. ​Explore how generative AI is creating value for IBM clients today through three critical use cases: customer care, hiring and people-management, and application modernization and coding development. Join Greg Pollack, Americas Business Automation Leader, IBM, along with Angela Hood, CEO, ThisWay Global and Cas Turback, VP of Technology Strategy, Randstad, to discuss a practical approach to applying generative AI and real use cases deployed today by IBM clients."
"Hinton Davis","Director of Strategic Solutions","Docufree","https://eco-cdn.iqpc.com/eco/images/speakers/Ch1bAOFJ3tRyD8b2uTOGcFzMVeja477WLttbqMl8.png","Hinton Davis is the Director of Strategic Solutions at Docufree Corporation, an industry leader in enterprise information management and digital business process services. With extensive experience in document scanning and capture, workflow automation, and enterprise content management, Hinton helps businesses solve manual, paper-based processing challenges by transforming documents into accessible, reliable, and actionable data, fully integrated with their existing line-of-business applications. His knowledge is instrumental for organizations who are seeking to navigate and adapt to the demands of today’s digital world of work.","Main Conference Day Two","2024-01-30","11:10:00","IDG O: Deliver Fast ROI on Intelligent Automation",""
"Stephan Blasilli","Director, LEAN, Business Process Excellence, Sustainability & Innovation","EDP Renewables","https://eco-cdn.iqpc.com/eco/images/speakers/UG3Tp37TSTumUesmOlOMOo5suV6B0fSwApobQW47.png","","Main Conference Day Two","2024-01-30","15:10:00","Panel Discussion: Key Steps Towards Building Digital Core as the Backbone for Your Transformation","·       Reimagining transformation by digitalize core business systems including ERPs and CRMs
·       Building next generation business applications powered by AI and Low/No code platforms
·       Integrating digital technologies, systems, and data with modern data and AI foundation
·      Delivering a breakthrough digital experience, enterprise automation and connected ecosystem"
"Vipul Vohra","Head of Business Transformation & Automation","Hewlett Packard Enterprise","https://eco-cdn.iqpc.com/eco/images/speakers/8MTpIIYhnuw4BdoXnQaYgRruFDfpzliQYldU0aQA.png","Vipul currently focuses on furthering the Continuous Improvement Culture at HPE (including
training, Strategy and Project portfolio Mgt. The role spans across verticals
to enable agility, quality and customer delight across HPE products and
services.","Main Conference Day Two","2024-01-30","11:10:00","IDG L: Deliver Transformation Value from Your Unstructured Data",""
"Jeff Machols","Vice President, Head of Continuous Improvement Center","Voya Financial","https://eco-cdn.iqpc.com/eco/images/speakers/1z04d0Yws8paF3byVicI5az5U95MqxWrOaMzM0bF.png","","","","","",""
"Lokesh Venugopal","Senior Director, Business Transformation & Digital Enablement","Dell EMC","https://eco-cdn.iqpc.com/eco/images/speakers/aMiOcb65FWag1htxbbh3KhgMyHYHZZcIGZzka6RX.png","","Main Conference Day Two","2024-01-30","09:15:00","AI-Powered Process Revolution","Delve into AI's transformative impact on operational excellence and digital transformation. Industry leaders from Skan and Dell will address challenges in AI adoption and process visibility while sharing how Process Intelligence is used to uncover the invisible enterprise and identify opportunities for continuous process optimization and compliance, offering a data-driven discovery solution for automation and transformation projects. Get a practical perspective through a detailed case study from Dell, demonstrating the impactful application of Process Intelligence in a highly innovative enterprise. The session concludes with a discussion on future AI trends and an interactive Q&A.
Challenges in AI and Digital Transformation
The value of 360° process visualization for strategic business transformation
Dell's Innovation Journey
Future Trends in AI and Process Excellence
Interactive Q&A"
"Tracey Ward","Global Head, Enterprise Process Transformation","Elanco Animal Health","https://eco-cdn.iqpc.com/eco/images/speakers/CzQEtCA6H1veuUYGnGtfymgGjM2pND0RhQv10Ssu.png","Tracey Ward is an accomplished and visionary executive with more than 20+ years of expertise   gained through global leadership roles in product development, regulatory, strategy, and   operational excellence including enterprise process transformation in the animal health  industry. Tracey currently serves as the Global Head of Enterprise Process Transformation for Elanco Animal Health, a global leader in   the animal health industry. She is known as a visionary and champion of process excellence with a passion for business   transformation and efficiency. She is recognized as a strategic advisor and resourceful thought leader with a knack for   uncovering optimization opportunities within the business. Previously, Tracey served as Chief Operating Officer of Innovation  & Regulatory, overseeing the Research and Development (R&D) and Regulatory operations for a $600M innovation portfolio   leveraging a global team. In 2017, she was appointed Senior Director of Pharmaceutical   and Vaccine Science and Technology in Basel, Switzerland. There, she led a 100-person global team to develop and deliver a   high-quality innovation pipeline according to international regulations and capitalized on the unique opportunity to learn   about cultures different from her own. She has since leveraged these learnings to become a better leader and change agent. Tracey holds a Master of Science and Bachelor of Science in Analytical Chemistry from the University of Georgia and Piedmont   University, respectively. Tracey has also taken advanced executive training courses at Harvard Business School, as well as   completing certification at Eli Lilly & Company for Lean Six Sigma Black Belt.  Over the last 20 years, Tracey has received awards and recognition from the industry for her ability to build high performing  teams and for her work to coach and mentor women in the industry. She is a published author and keynote speaker driven to   share her leadership, insights, innovation, creativity, and expertise to bridge multiple professional, cultural and industry   boundaries.","Main Conference Day Three & Post-Conference Masterclasses","2024-01-31","11:05:00","Case Study: Centralize, Standardize, Optimize & Automate - A Methodical Approach to Process Transformation at Elanco Animal Health","Shortly after spinning off from Eli Lilly, Elanco Animal Health acquired Bayer Animal Health in 2020. Whilst standing up their own backbone with an ERP system overhaul, they have also taken on an ambitious process transformation journey.
·       Approaching the unique challenges of Elanco process transformation amidst constant business change
·       Why does throwing people and tools at problems not work?
·       How starting with process can deliver the right solutions that consider data & automation opportunities
·       Engaging the right stakeholders to enable sustainable solutions"
"Larry Crews","Senior Process Engineer","Cigna","https://eco-cdn.iqpc.com/eco/images/speakers/VjMMRxV6oRVMLrgtrrCJo0CEBYVzXSLyL8iHcjLu.png","","Main Conference Day Two","2024-01-30","19:00:00","The 25th Global OPEX & Business Transformation Awards Ceremony & Party (Open to all conference attendees)","As you step back into the plenary conference room, you'll be greeted by a dazzling transformation that reflects the true spirits for a glamorous and illustrious celebration, setting the stage for the grandeur of the 25th Global OPEX & Business Transformation Awards Ceremony. For years, these distinguished awards have been a beacon of recognition, celebrating exceptional leaders, projects, and teams that have been at the forefront of driving transformative results. Tonight, we come together once again, with the support of our esteemed sponsors, judges and board members, in a magnificent display of style and elegance to honor these visionary trailblazers.
After the awards ceremony, all of you are invited to join us at the Awards Party to not only celebrate with those just won the awards, but also to toast to the great community we have built for the past quarter of a century. A perfect opportunity to be immersed with colleagues, peers and the other fellow attendees for connection and networking. Enjoy this very special night of brilliance, recognition and celebration!
You’ll be finding out who’s the best of the best for this year.
There’s still time to apply, write to us at
opexawards@iqpc.co.uk"
"Jason Miller","VP Global Continuous Improvement","Aludyne","https://eco-cdn.iqpc.com/eco/images/speakers/9PpwD4NWEBGxBQDcABzHzLxHtUunsnRcPwq7pZQz.png","","Chief Transformation Officer Summit (Invitation Only)","2024-01-30","11:25:00","Establishing a Continuous Transformation Discipline","This session will explore how Aludyne strategically leverages technology to achieve its goals of strengthening EBITDA, free cash flow and corporate performance. We'll discuss their digital solution for analyzing key performance indicators, allowing them to prioritize and optimize operational efficiency and productivity investments.
During the presentation, you will hear about Aludyne's journey as they build a culture of continuous transformation. At the heart of this journey is the Shibumi AI-enabled platform, which manages the lifecycle from ideation through value realization. Join us for insights on effectively prioritizing and executing initiatives to significantly enhance business outcomes and operational efficiency."
"MK Fiorille","Head of Enterprise Transformation","Citizens","https://eco-cdn.iqpc.com/eco/images/speakers/CSnpw00mwYRBDsUmuDqozcYhjkYaUnZIHA6YIlVn.png","MK Fiorille leads the Enterprise Transformation Office at Citizens. In this role MK leverages over 30 years of experience as a product and business leader to drive the company’s Agile transformation effort. This multi-year, enterprise initiative requires not just an organizational transformation but also a cultural one. MK is focused on scaling and optimizing Citizens’ structure, process, and outcomes while also driving the culture change needed to ensure success. Her goal is to embody an agile culture that prioritizes digitization, innovation and an entrepreneurial mindset at every level of the organization.  Previously, MK was head of Partnership Lending and Emerging Capabilities, managing the strategy and execution behind Citizens’ merchant financing relationships and the head of Unsecured Personal Lending where she oversaw the personal loan and merchant financing products. Her responsibilities included P&L and balance sheet management, product design, growth strategies, customer experience, and oversight over credit, operations, and the related call centers.  Prior to joining Citizens in 2008, MK was the Chief Marketing Officer for Citibank’s student loan division.","Pre-Conference Focus Days (Workshops and Focus Days Running Concurrently. Choose THREE workshops or ONE focus day to attend)","2024-01-29","12:20:00","Embedding Agile at the Core of Enterprise Transformation and Digital Transformation at Citizens Bank","Citizens Bank has been on a multi-year journey of embedding agile at the core of their enterprise transformation. One of the key areas of their transformation is not only to focus on investing in technologies but also investing in their employees. This session will share the incredible journey of training thousands of employees on agile methodologies and the innovative ways they have developed to embed these as the new way of working across the bank.
·       Establishing an Agile Centre of Excellence (CoE)
·       Make change management fun: how did we make it viral across the bank?
·       Closing the gaps of capabilities by bringing in the right people
·       Building digital literacy with agile tools and methodologies"
